id,time,thumb,index finger,index knuckle,middle finger,middle knuckle,ring finger,ring knuckle,pinky finger,accel x,accel y,accel z,gyro x,gyro y,gyro z
0,1518661898593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,23384.0,-8060.0,-13096.0,2812.0,4009.0,889.0
1,1518661898672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22440.0,-7976.0,-13204.0,-857.0,5382.0,1311.0
2,1518661898736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
3,1518661898816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
4,1518661898896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
5,1518661898960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
6,1518661899040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
7,1518661899120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
8,1518661899184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
9,1518661899264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
10,1518661899344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
11,1518661899408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
12,1518661899488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
13,1518661899569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
14,1518661899633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
15,1518661899712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
16,1518661899792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
17,1518661899856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
18,1518661899936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
19,1518661900017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
20,1518661900080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
21,1518661900160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
22,1518661900240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
23,1518661900305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
24,1518661900385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
25,1518661900465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
26,1518661900529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
27,1518661900609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
28,1518661900689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
29,1518661900753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
30,1518661900833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
31,1518661900913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
32,1518661900977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
33,1518661901057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
34,1518661901137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
35,1518661901201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
36,1518661901281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
37,1518661901361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
38,1518661901425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
39,1518661901505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
40,1518661901585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
41,1518661901649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
42,1518661901729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
43,1518661901809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
44,1518661901874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
45,1518661901953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
46,1518661902033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
47,1518661902097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
48,1518661902178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
49,1518661902258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
50,1518661902337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
51,1518661902402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
52,1518661902481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
53,1518661902562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
54,1518661902626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
55,1518661902706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
56,1518661902786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
57,1518661902850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
58,1518661902930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
59,1518661903010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
60,1518661903074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
61,1518661903154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
62,1518661903234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
63,1518661903298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
64,1518661903378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
65,1518661903458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
66,1518661903522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
67,1518661903606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
68,1518661903682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
69,1518661903746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
70,1518661903826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
71,1518661903906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
72,1518661903971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
73,1518661904051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
74,1518661904130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
75,1518661904201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
76,1518661904277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
77,1518661904354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
78,1518661904419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
79,1518661904498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
80,1518661904578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
81,1518661904643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
82,1518661904722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
83,1518661904803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
84,1518661904867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
85,1518661904947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
86,1518661905026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
87,1518661905091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
88,1518661905171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
89,1518661905251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
90,1518661905315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
91,1518661905395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
92,1518661905475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
93,1518661905539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
94,1518661905619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
95,1518661905700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
96,1518661905763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
97,1518661905843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
98,1518661905923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
99,1518661906003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
100,1518661906068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
101,1518661906147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
102,1518661906227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
103,1518661906291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
104,1518661906372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
105,1518661906452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
106,1518661906516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
107,1518661906595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
108,1518661906675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
109,1518661906740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
110,1518661906819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
111,1518661906900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
112,1518661906964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
113,1518661907043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
114,1518661907123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
115,1518661907187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
116,1518661907268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
117,1518661907348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
118,1518661907412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
119,1518661907492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
120,1518661907572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
121,1518661907636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
122,1518661907716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
123,1518661907796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
124,1518661907860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
125,1518661907940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
126,1518661908020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
127,1518661908084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
128,1518661908164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
129,1518661908244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
130,1518661908308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
131,1518661908388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
132,1518661908469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
133,1518661908532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
134,1518661908612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
135,1518661908692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
136,1518661908757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
137,1518661908836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
138,1518661908916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
139,1518661908980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
140,1518661909060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
141,1518661909141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
142,1518661909205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
143,1518661909285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
144,1518661909364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
145,1518661909428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
146,1518661909508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
147,1518661909589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
148,1518661909669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
149,1518661909733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
150,1518661909812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
151,1518661909893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
152,1518661909957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
153,1518661910037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
154,1518661910117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
155,1518661910181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
156,1518661910261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
157,1518661910341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
158,1518661910405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
159,1518661910485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
160,1518661910565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
161,1518661910629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
162,1518661910709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
163,1518661910789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
164,1518661910854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
165,1518661910934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
166,1518661911013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
167,1518661911077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
168,1518661911157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
169,1518661911238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
170,1518661911302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
171,1518661911382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
172,1518661911461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
173,1518661911525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
174,1518661911606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
175,1518661911686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
176,1518661911750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
177,1518661911829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22640.0,-8480.0,-13748.0,32767.0,-1.0,-1.0
